"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"09.08.2024","541,00","537,10","541,50","537,10","36,24K","0,74%"
"08.08.2024","537,00","541,20","542,00","537,00","18,47K","-0,76%"
"07.08.2024","541,10","545,00","545,00","540,10","22,00K","-0,72%"
"06.08.2024","545,00","534,20","545,00","534,20","63,65K","1,77%"
"05.08.2024","535,50","547,60","553,00","532,00","72,10K","-3,36%"
"02.08.2024","554,10","547,00","557,00","546,00","117,72K","0,02%"
"01.08.2024","554,00","546,10","555,00","546,00","14,13K","-0,18%"
"31.07.2024","555,00","554,00","575,00","551,30","38,04K","0,00%"
"29.07.2024","555,00","545,00","555,00","540,00","24,09K","2,78%"
"26.07.2024","540,00","530,00","543,00","530,00","127,06K","2,08%"
"25.07.2024","529,00","520,50","529,00","505,00","49,14K","1,15%"
"24.07.2024","523,00","521,20","528,00","520,00","31,23K","0,48%"
"23.07.2024","520,50","520,00","525,00","519,20","17,50K","0,06%"
"22.07.2024","520,20","523,00","526,00","520,10","6,79K","-1,44%"
"19.07.2024","527,80","521,00","530,00","521,00","54,90K","0,90%"
"18.07.2024","523,10","515,00","527,00","515,00","10,69K","0,02%"
"17.07.2024","523,00","515,00","523,00","515,00","191,17K","1,55%"
"16.07.2024","515,00","513,10","518,00","513,10","29,81K","0,00%"
"15.07.2024","515,00","511,00","519,00","510,20","2,61K","-0,90%"
"12.07.2024","519,70","506,00","519,70","506,00","40,15K","1,31%"
"11.07.2024","513,00","517,50","517,60","510,00","10,21K","0,18%"
"10.07.2024","512,10","525,40","525,40","511,10","50,69K","-3,74%"
"09.07.2024","532,00","530,00","532,00","526,00","29,02K","1,14%"
"08.07.2024","526,00","521,00","526,00","520,40","4,90K","0,17%"
"05.07.2024","525,10","518,00","525,10","518,00","50,68K","0,21%"
"04.07.2024","524,00","512,20","525,00","512,20","46,53K","1,73%"
"03.07.2024","515,10","511,10","515,10","511,10","33,71K","0,41%"
"02.07.2024","513,00","513,00","514,00","512,00","20,33K","-0,39%"
"01.07.2024","515,00","511,50","515,50","511,50","16,25K","-0,10%"
"28.06.2024","515,50","514,90","515,50","512,00","21,85K","0,10%"
"27.06.2024","515,00","515,00","516,00","511,30","11,90K","-0,58%"
"26.06.2024","518,00","519,00","519,00","515,00","23,61K","-0,04%"
"25.06.2024","518,20","509,00","526,00","508,30","60,30K","1,61%"
"24.06.2024","510,00","508,50","510,00","508,50","32,81K","0,00%"
"21.06.2024","510,00","508,30","510,00","508,30","14,45K","0,16%"
"20.06.2024","509,20","509,10","509,20","508,30","55,35K","0,00%"
"19.06.2024","509,20","510,00","512,00","508,70","32,89K","0,04%"
"14.06.2024","509,00","508,90","510,00","508,30","47,52K","0,02%"
"13.06.2024","508,90","508,50","509,50","508,00","40,06K","0,08%"
"12.06.2024","508,50","510,00","510,00","508,00","14,60K","-0,10%"
"11.06.2024","509,00","509,00","515,00","508,30","29,78K","0,00%"
"10.06.2024","509,00","515,00","515,00","508,20","41,78K","-0,41%"
"07.06.2024","511,10","515,00","515,00","508,10","36,41K","-0,21%"
"06.06.2024","512,20","511,00","512,20","510,00","18,58K","0,23%"
"05.06.2024","511,00","510,00","512,00","509,00","24,29K","-0,20%"
"04.06.2024","512,00","516,00","516,00","512,00","97,00K","-0,58%"
"03.06.2024","515,00","511,00","518,00","511,00","54,36K","0,00%"
"31.05.2024","515,00","513,00","516,90","510,00","125,54K","0,59%"
"30.05.2024","512,00","519,00","519,00","512,00","17,02K","-0,68%"
"29.05.2024","515,50","507,10","522,00","507,10","159,39K","0,29%"
"28.05.2024","514,00","508,00","515,00","506,90","69,81K","1,40%"
"27.05.2024","506,90","508,00","510,00","506,10","21,50K","-0,24%"
"24.05.2024","508,10","510,00","514,00","508,10","25,57K","-0,47%"
"23.05.2024","510,50","514,00","519,00","510,00","5,85K","-0,85%"
"22.05.2024","514,90","508,00","514,90","508,00","70,37K","1,40%"
"21.05.2024","507,80","510,00","510,00","506,50","77,87K","0,02%"
"20.05.2024","507,70","506,10","510,00","506,10","46,72K","-0,16%"
"17.05.2024","508,50","509,50","509,50","508,50","15,40K","0,02%"
"16.05.2024","508,40","508,30","512,00","508,20","43,97K","-0,31%"
"15.05.2024","510,00","510,20","510,60","510,00","55,65K","-0,58%"
"14.05.2024","513,00","513,80","514,00","508,20","24,78K","-0,16%"
"13.05.2024","513,80","515,00","515,00","513,00","27,78K","0,16%"
"10.05.2024","513,00","517,40","519,90","513,00","30,35K","-0,91%"
"09.05.2024","517,70","510,20","519,00","510,20","29,30K","1,09%"
"08.05.2024","512,10","510,00","513,00","510,00","58,39K","0,49%"
"07.05.2024","509,60","502,00","509,60","502,00","57,27K","0,91%"
"06.05.2024","505,00","503,00","508,00","503,00","8,81K","-0,77%"
"03.05.2024","508,90","505,00","508,90","501,10","21,94K","1,39%"
"02.05.2024","501,90","504,90","504,90","501,70","30,00K","0,06%"
"30.04.2024","501,60","499,40","505,00","499,40","99,10K","-0,08%"
"29.04.2024","502,00","507,00","507,00","498,60","8,82K","-0,59%"
"26.04.2024","505,00","504,00","507,00","497,00","95,96K","0,40%"
"25.04.2024","503,00","503,90","503,90","498,10","27,18K","0,20%"
"24.04.2024","502,00","500,00","502,90","497,00","10,98K","0,28%"
"23.04.2024","500,60","503,10","503,10","500,00","59,65K","-0,67%"
"22.04.2024","504,00","505,00","505,00","504,00","30,53K","-0,20%"
"19.04.2024","505,00","505,00","506,00","504,00","46,47K","-0,20%"
"18.04.2024","506,00","506,00","509,40","504,00","103,80K","-0,02%"
"17.04.2024","506,10","505,00","506,10","505,00","24,62K","0,20%"
"16.04.2024","505,10","505,70","507,00","505,00","22,63K","-0,12%"
"15.04.2024","505,70","509,00","509,00","505,00","39,97K","-0,65%"
"09.04.2024","509,00","507,00","512,00","505,00","48,62K","0,39%"
"08.04.2024","507,00","505,00","509,00","505,00","20,32K","0,40%"
"05.04.2024","505,00","504,10","507,00","504,10","18,72K","-0,39%"
"04.04.2024","507,00","505,00","507,00","504,10","9,88K","-0,08%"
"03.04.2024","507,40","504,10","509,90","504,00","28,29K","0,65%"
"02.04.2024","504,10","505,00","505,00","501,20","17,20K","0,02%"
"01.04.2024","504,00","505,00","507,00","504,00","22,30K","-0,77%"
"29.03.2024","507,90","504,10","507,90","504,10","34,59K","-0,02%"
"28.03.2024","508,00","504,00","508,00","504,00","8,61K","0,22%"
"27.03.2024","506,90","502,30","507,00","502,30","44,58K","0,68%"
"26.03.2024","503,50","502,50","503,50","502,00","5,74K","0,30%"
"25.03.2024","502,00","504,00","505,00","500,20","8,46K","-0,53%"
"22.03.2024","504,70","504,10","505,50","504,10","30,24K","0,02%"
"21.03.2024","504,60","503,50","507,00","503,50","5,04K","0,20%"
"20.03.2024","503,60","503,00","506,90","503,00","2,53K","-0,67%"
"19.03.2024","507,00","507,60","509,00","495,10","38,28K","-0,59%"
"18.03.2024","510,00","506,60","514,00","506,60","80,94K","-0,78%"
"15.03.2024","514,00","508,80","514,00","507,20","39,44K","1,38%"
"14.03.2024","507,00","501,30","507,90","501,30","30,22K","1,18%"
"13.03.2024","501,10","493,10","501,10","493,10","44,66K","1,64%"
"12.03.2024","493,00","492,00","495,00","492,00","7,27K","0,20%"
"11.03.2024","492,00","495,10","495,10","490,00","8,21K","-0,61%"
"08.03.2024","495,00","492,20","495,00","492,20","28,51K","0,53%"
"07.03.2024","492,40","497,00","497,00","492,00","10,32K","-0,93%"
"06.03.2024","497,00","497,15","500,00","495,10","28,11K","-0,60%"
"05.03.2024","500,00","500,00","503,00","496,00","35,98K","0,00%"
"04.03.2024","500,00","502,30","503,00","497,20","5,17K","-0,89%"
"01.03.2024","504,50","508,00","512,90","502,50","42,17K","-0,10%"
"29.02.2024","505,00","511,50","515,00","505,00","483,83K","-1,85%"
"28.02.2024","514,50","515,00","520,00","514,50","61,72K","0,00%"
"27.02.2024","514,50","514,10","515,00","514,00","21,92K","-0,10%"
"26.02.2024","515,00","513,30","515,00","513,20","67,34K","0,02%"
"23.02.2024","514,90","513,00","514,90","510,80","50,95K","0,57%"
"22.02.2024","512,00","513,00","513,00","511,00","24,71K","0,31%"
"21.02.2024","510,40","508,00","514,90","508,00","81,70K","0,67%"
"20.02.2024","507,00","506,00","507,00","506,00","22,38K","0,00%"
"19.02.2024","507,00","505,00","507,00","505,00","36,30K","0,40%"
"16.02.2024","505,00","500,20","505,00","500,20","31,85K","0,38%"
"15.02.2024","503,10","503,10","504,90","503,10","13,89K","-0,24%"
"14.02.2024","504,30","504,00","506,00","504,00","72,69K","0,14%"
"13.02.2024","503,60","502,10","503,60","502,10","46,42K","0,32%"
"12.02.2024","502,00","504,50","505,00","500,40","81,29K","-0,50%"
"09.02.2024","504,50","500,00","504,50","500,00","155,42K","0,90%"
"08.02.2024","500,00","491,70","502,00","491,70","220,09K","1,50%"
"07.02.2024","492,60","491,25","495,00","491,25","43,23K","-0,28%"
"06.02.2024","494,00","487,00","494,00","487,00","103,34K","1,44%"
"05.02.2024","487,00","483,65","487,00","483,65","23,70K","0,41%"
"02.02.2024","485,00","484,20","485,50","484,20","34,13K","0,00%"
"01.02.2024","485,00","483,50","485,00","483,50","26,88K","0,00%"
"31.01.2024","485,00","482,00","485,00","482,00","23,69K","0,62%"
"30.01.2024","482,00","478,30","482,50","478,30","67,74K","0,31%"
"29.01.2024","480,50","481,00","483,00","480,50","54,06K","-0,72%"
"26.01.2024","484,00","480,15","484,00","480,15","47,88K","-0,21%"
"25.01.2024","485,00","483,75","485,00","483,75","26,66K","0,00%"
"24.01.2024","485,00","484,05","486,00","484,05","21,89K","-0,02%"
"23.01.2024","485,10","485,00","485,50","485,00","40,31K","0,01%"
"22.01.2024","485,05","486,15","486,95","484,55","13,23K","-0,31%"
"19.01.2024","486,55","485,00","489,00","484,00","39,05K","0,11%"
"18.01.2024","486,00","481,05","487,00","480,00","114,45K","1,00%"
"17.01.2024","481,20","478,00","484,75","476,65","87,79K","0,67%"
"16.01.2024","478,00","476,55","478,00","476,05","40,22K","0,37%"
"15.01.2024","476,25","476,05","479,50","476,05","9,22K","-0,78%"
"12.01.2024","480,00","477,00","480,00","477,00","65,24K","0,84%"
"10.01.2024","476,00","473,35","476,00","473,35","74,01K","0,19%"
"09.01.2024","475,10","469,75","475,10","468,70","150,67K","1,09%"
"08.01.2024","470,00","466,60","471,00","466,60","21,75K","0,00%"
"05.01.2024","470,00","465,60","471,00","465,60","41,74K","0,51%"
"04.01.2024","467,60","464,00","467,60","463,70","14,39K","0,52%"
"03.01.2024","465,20","461,45","465,20","460,15","24,37K","0,58%"
"02.01.2024","462,50","460,20","462,50","460,00","23,19K","0,54%"
"29.12.2023","460,00","464,15","466,00","460,00","125,89K","-0,86%"
"28.12.2023","464,00","462,00","464,50","462,00","34,70K","0,43%"
"27.12.2023","462,00","460,00","464,00","460,00","43,61K","-0,43%"
"26.12.2023","464,00","466,50","469,00","464,00","72,98K","-0,85%"
"25.12.2023","468,00","466,00","469,50","465,55","5,33K","0,00%"
"22.12.2023","468,00","468,00","469,50","465,60","62,78K","0,00%"
"21.12.2023","468,00","467,50","469,00","467,50","32,47K","-0,32%"
"20.12.2023","469,50","467,55","470,05","465,45","238,17K","-0,11%"
"19.12.2023","470,00","468,05","470,00","463,05","22,88K","0,00%"
"18.12.2023","470,00","469,00","470,00","466,00","11,80K","0,64%"
"15.12.2023","467,00","466,00","468,15","466,00","48,42K","-0,61%"
"14.12.2023","469,85","464,05","469,85","464,05","46,32K","0,36%"
"13.12.2023","468,15","463,00","468,15","463,00","34,37K","1,11%"
"12.12.2023","463,00","460,15","463,00","460,15","20,81K","0,42%"
"11.12.2023","461,05","458,20","461,05","458,20","38,31K","-0,28%"
"08.12.2023","462,35","457,05","462,35","457,05","50,90K","0,29%"
"07.12.2023","461,00","459,00","461,00","455,00","59,03K","0,66%"
"06.12.2023","458,00","459,00","461,00","450,00","113,66K","0,00%"
"05.12.2023","458,00","450,05","460,00","450,00","41,10K","0,48%"
"04.12.2023","455,80","462,00","462,00","455,50","15,70K","-0,48%"
"01.12.2023","458,00","456,50","460,90","456,00","160,15K","0,00%"
"30.11.2023","458,00","459,90","459,90","456,05","96,37K","-0,23%"
"29.11.2023","459,05","460,05","463,00","458,00","88,93K","0,37%"
"28.11.2023","457,35","457,00","460,00","456,20","118,10K","-0,58%"
"27.11.2023","460,00","459,00","465,00","459,00","27,38K","-1,56%"
"24.11.2023","467,30","463,10","469,80","463,10","59,74K","0,28%"
"23.11.2023","466,00","464,00","470,00","464,00","7,54K","-0,67%"
"22.11.2023","469,15","469,25","472,00","469,15","29,39K","-0,18%"
"21.11.2023","470,00","470,00","472,00","470,00","1,43M","0,00%"
"20.11.2023","470,00","468,00","470,00","468,00","49,05K","0,64%"
"17.11.2023","467,00","460,05","467,00","460,05","16,34K","0,43%"
"16.11.2023","465,00","456,30","465,00","456,30","3,06K","1,09%"
"15.11.2023","460,00","456,10","460,00","456,10","12,88K","0,00%"
"14.11.2023","460,00","456,00","460,00","456,00","6,28K","0,36%"
"13.11.2023","458,35","456,10","458,35","455,25","4,41K","0,08%"
"10.11.2023","458,00","457,50","459,00","457,35","97,98K","-0,43%"
"09.11.2023","460,00","456,15","462,00","456,15","51,28K","-0,65%"
"08.11.2023","463,00","463,00","463,00","460,05","9,40K","0,00%"
"07.11.2023","463,00","457,10","463,00","457,10","0,53K","0,65%"
"03.11.2023","460,00","457,10","465,00","455,15","9,46K","-0,24%"
"02.11.2023","461,10","456,00","464,00","455,05","10,97K","-0,84%"
"01.11.2023","465,00","454,25","465,00","452,00","3,27K","0,18%"
"31.10.2023","464,15","452,10","464,15","452,10","37,67K","2,46%"
"30.10.2023","453,00","455,30","458,00","452,15","4,67K","-2,16%"
"27.10.2023","463,00","461,00","463,00","461,00","24,34K","-0,43%"
"26.10.2023","465,00","466,00","468,65","465,00","16,43K","-0,24%"
"25.10.2023","466,10","467,05","469,00","466,00","17,95K","-0,20%"
"24.10.2023","467,05","467,10","470,00","467,00","64,50K","-0,63%"
"23.10.2023","470,00","467,50","470,00","467,20","29,92K","0,00%"
"20.10.2023","470,00","468,20","470,00","467,25","101,39K","0,00%"
"19.10.2023","470,00","468,10","471,00","467,10","36,04K","0,00%"
"18.10.2023","470,00","469,95","470,00","466,75","119,06K","0,42%"
"17.10.2023","468,05","467,10","469,80","467,00","37,75K","-0,05%"
"16.10.2023","468,30","468,10","470,00","463,35","26,65K","-0,78%"
"13.10.2023","472,00","466,00","472,00","466,00","33,81K","0,43%"
"12.10.2023","470,00","463,10","470,00","463,10","34,63K","0,00%"
"11.10.2023","470,00","463,15","470,00","452,50","22,05K","1,08%"
"10.10.2023","465,00","462,55","465,00","462,55","29,29K","0,00%"
"09.10.2023","465,00","465,00","469,80","462,10","44,52K","-1,48%"
"06.10.2023","472,00","479,95","480,00","463,00","332,16K","-0,42%"
"05.10.2023","474,00","474,00","474,00","474,00","182,83K","5,99%"
"04.10.2023","447,20","447,50","451,00","447,00","3,56K","-0,51%"
"03.10.2023","449,50","450,00","452,00","449,50","49,75K","-0,55%"
"02.10.2023","452,00","447,50","456,00","447,50","29,48K","-0,88%"
"27.09.2023","456,00","456,00","457,00","452,00","52,91K","-0,65%"
"26.09.2023","459,00","450,50","459,00","450,15","28,35K","1,55%"
"25.09.2023","452,00","445,00","452,00","445,00","8,55K","0,89%"
"22.09.2023","448,00","445,00","450,00","445,00","537,07K","-0,46%"
"21.09.2023","450,05","446,70","454,00","446,70","21,47K","-0,01%"
"20.09.2023","450,10","445,00","450,10","443,05","43,38K","1,25%"
"19.09.2023","444,55","443,00","444,55","443,00","17,02K","0,37%"
"18.09.2023","442,90","440,05","442,90","440,05","34,20K","0,32%"
"15.09.2023","441,50","438,50","441,50","438,50","8,52K","0,14%"
"14.09.2023","440,90","439,90","444,95","438,00","14,05K","-0,02%"
"13.09.2023","441,00","437,00","443,95","437,00","3,85K","0,22%"
"12.09.2023","440,05","435,05","441,00","435,05","34,49K","0,35%"
"11.09.2023","438,50","440,00","440,00","438,00","27,14K","-0,68%"
"08.09.2023","441,50","441,00","445,00","441,00","54,13K","-1,12%"
"07.09.2023","446,50","445,10","447,00","445,10","388,03K","-0,12%"
"06.09.2023","447,05","448,90","449,95","446,40","7,22K","-0,77%"
"05.09.2023","450,50","451,25","451,50","450,20","31,85K","-0,33%"
"04.09.2023","452,00","455,00","458,00","450,15","16,81K","-0,66%"
"01.09.2023","455,00","451,50","455,00","451,50","26,50K","-0,63%"
"31.08.2023","457,90","454,00","457,90","451,10","75,44K","1,98%"
"30.08.2023","449,00","451,05","455,00","448,05","31,14K","-1,31%"
"29.08.2023","454,95","450,00","454,95","450,00","18,45K","0,43%"
"28.08.2023","453,00","446,05","453,00","446,05","10,39K","0,33%"
"25.08.2023","451,50","450,35","451,50","450,00","8,63K","0,04%"
"24.08.2023","451,30","450,60","452,85","450,60","11,60K","0,07%"
"23.08.2023","451,00","450,00","451,00","450,00","10,68K","0,09%"
"22.08.2023","450,60","450,00","453,00","450,00","8,93K","0,02%"
"18.08.2023","450,50","450,00","451,00","450,00","13,13K","0,11%"
"17.08.2023","450,00","448,00","450,00","447,15","12,19K","0,00%"
"16.08.2023","450,00","446,05","450,00","446,05","16,18K","0,65%"
"15.08.2023","447,10","446,50","448,00","446,10","13,16K","0,22%"
"11.08.2023","446,10","445,00","448,00","445,00","117,18K","-0,84%"
"10.08.2023","449,90","446,60","449,90","444,25","9,67K","0,40%"
"09.08.2023","448,10","450,30","450,30","448,00","18,50K","-0,48%"
"08.08.2023","450,25","448,00","451,00","448,00","22,59K","-0,17%"
"07.08.2023","451,00","450,20","455,00","450,00","170,52K","-0,89%"
"04.08.2023","455,05","456,50","457,00","454,95","39,42K","-0,32%"
"03.08.2023","456,50","459,50","460,80","456,00","28,24K","-0,98%"
"02.08.2023","461,00","458,00","461,00","455,15","46,17K","0,22%"
"01.08.2023","460,00","455,15","460,00","453,80","17,39K","1,10%"
"31.07.2023","455,00","452,00","455,00","450,00","44,66K","0,66%"
"28.07.2023","452,00","446,10","452,00","446,10","15,74K","0,33%"
"27.07.2023","450,50","446,00","454,00","446,00","37,42K","1,01%"
"26.07.2023","446,00","447,00","447,95","444,50","36,93K","-0,44%"
"25.07.2023","447,95","443,50","447,95","443,50","38,64K","0,87%"
"24.07.2023","444,10","443,05","444,10","440,05","4,90K","-0,25%"
"21.07.2023","445,20","444,00","446,00","443,05","39,99K","0,26%"
"20.07.2023","444,05","442,00","444,95","440,00","54,78K","0,46%"
"18.07.2023","442,00","436,00","443,00","436,00","68,91K","0,90%"
"17.07.2023","438,05","437,00","438,05","435,20","41,64K","0,21%"
"14.07.2023","437,15","435,00","437,15","435,00","27,24K","0,49%"
"13.07.2023","435,00","435,00","437,00","432,50","23,40K","-0,11%"
"12.07.2023","435,50","430,70","435,60","430,70","35,10K","0,58%"
"11.07.2023","433,00","430,30","434,50","430,30","12,22K","0,00%"
"10.07.2023","433,00","431,50","434,90","431,10","10,29K","0,00%"
"07.07.2023","433,00","436,00","437,45","431,00","17,71K","-1,03%"
"06.07.2023","437,50","438,90","438,90","437,00","38,89K","-0,52%"
"05.07.2023","439,80","435,00","439,80","435,00","8,01K","1,10%"
"04.07.2023","435,00","431,10","435,00","430,60","8,35K","1,10%"
"03.07.2023","430,25","440,00","440,00","423,05","3,30K","-3,10%"
"28.06.2023","444,00","440,00","445,00","440,00","39,80K","0,23%"
"27.06.2023","443,00","438,25","443,00","438,25","5,76K","0,68%"
"26.06.2023","440,00","440,05","445,00","440,00","11,58K","-1,12%"
"23.06.2023","445,00","439,00","445,00","439,00","87,21K","1,37%"
"22.06.2023","439,00","438,10","444,90","438,10","19,18K","-0,23%"
"21.06.2023","440,00","445,50","449,90","440,00","18,10K","-2,20%"
"20.06.2023","449,90","437,00","455,50","435,00","123,45K","2,37%"
"19.06.2023","439,50","435,05","439,95","435,05","24,34K","-0,11%"
"16.06.2023","440,00","436,00","444,00","432,05","16,50K","0,46%"
"15.06.2023","438,00","430,00","444,00","430,00","16,41K","0,70%"
"14.06.2023","434,95","429,00","434,95","426,80","108,57K","1,39%"
"13.06.2023","429,00","426,00","429,00","425,30","3,91K","0,89%"
"12.06.2023","425,20","425,00","429,00","425,00","3,81K","-0,89%"
"09.06.2023","429,00","427,00","429,00","427,00","20,74K","0,47%"
"08.06.2023","427,00","426,00","428,95","426,00","0,21K","0,40%"
"07.06.2023","425,30","429,00","429,00","424,00","30,46K","-0,86%"
"06.06.2023","429,00","430,00","430,00","427,50","13,07K","0,29%"
"05.06.2023","427,75","427,00","434,95","426,10","52,15K","-1,67%"
"02.06.2023","435,00","422,05","435,00","422,00","43,77K","1,78%"
"01.06.2023","427,40","427,50","428,00","423,50","18,30K","-0,02%"
"31.05.2023","427,50","424,00","428,25","424,00","107,68K","0,32%"
"30.05.2023","426,15","425,00","426,15","425,00","19,09K","0,27%"
"29.05.2023","425,00","423,05","425,95","422,00","31,72K","-0,23%"
"26.05.2023","426,00","417,10","426,00","417,10","51,24K","1,90%"
"25.05.2023","418,05","418,15","421,00","418,00","22,70K","-1,29%"
"24.05.2023","423,50","415,10","424,95","415,10","308,78K","3,80%"
"23.05.2023","408,00","404,20","409,95","404,20","6,07K","0,02%"
"22.05.2023","407,90","404,00","407,90","403,15","2,19K","-0,15%"
"19.05.2023","408,50","407,00","408,50","403,10","11,00K","0,86%"
"18.05.2023","405,00","405,55","410,00","405,00","14,98K","-0,74%"
"17.05.2023","408,00","411,00","411,00","405,10","11,91K","-0,97%"
"16.05.2023","412,00","403,05","415,00","403,05","32,91K","1,73%"
"15.05.2023","405,00","409,95","409,95","405,00","4,66K","-0,25%"
"12.05.2023","406,00","398,00","409,95","398,00","55,32K","2,01%"
"11.05.2023","398,00","402,95","402,95","397,00","14,40K","0,13%"
"10.05.2023","397,50","396,35","399,90","396,35","15,80K","0,38%"
"09.05.2023","396,00","396,00","400,00","395,00","15,13K","0,00%"
"08.05.2023","396,00","398,10","398,85","396,00","6,19K","-0,52%"
"05.05.2023","398,05","400,00","400,00","398,05","5,47K","0,01%"
"04.05.2023","398,00","397,00","398,00","397,00","3,98K","-0,25%"
"03.05.2023","399,00","399,00","399,00","397,00","6,25K","-0,27%"
"02.05.2023","400,10","404,90","404,90","400,00","9,78K","-1,19%"
"28.04.2023","404,90","403,00","404,90","400,25","13,70K","0,47%"
"27.04.2023","403,00","400,20","403,00","397,00","5,75K","0,70%"
"26.04.2023","400,20","404,95","404,95","400,00","29,77K","-1,19%"
"25.04.2023","405,00","401,75","405,00","400,10","21,38K","0,75%"
"21.04.2023","402,00","400,00","402,00","400,00","18,90K","0,50%"
"20.04.2023","400,00","400,00","405,00","400,00","3,48K","-0,01%"
"19.04.2023","400,05","400,00","400,05","400,00","27,85K","0,01%"
"18.04.2023","400,00","400,00","400,00","400,00","21,41K","-0,02%"
"17.04.2023","400,10","400,00","402,00","400,00","10,34K","0,01%"
"14.04.2023","400,05","400,00","402,00","400,00","0,88K","0,01%"
"13.04.2023","400,00","398,00","402,00","398,00","7,02K","-0,01%"
"12.04.2023","400,05","400,00","403,95","396,60","14,66K","-0,98%"
"11.04.2023","404,00","400,00","404,00","400,00","13,24K","1,00%"
"10.04.2023","400,00","400,00","400,10","400,00","92,58K","-0,01%"
"07.04.2023","400,05","400,00","402,95","400,00","4,62K","0,01%"
"06.04.2023","400,00","403,95","403,95","398,05","110,86K","-0,99%"
"05.04.2023","404,00","401,90","404,00","400,00","69,97K","1,00%"
"04.04.2023","400,00","400,00","402,00","400,00","19,59K","0,00%"
"03.04.2023","400,00","400,00","400,00","400,00","0,15K","0,97%"
"31.03.2023","396,15","397,30","400,00","396,15","496,89K","-1,70%"
"30.03.2023","403,00","397,00","403,00","397,00","0,97K","0,75%"
"29.03.2023","400,00","397,00","400,00","397,00","3,17K","0,00%"
"28.03.2023","400,00","395,50","400,00","395,50","12,05K","0,00%"
"27.03.2023","400,00","394,05","400,00","394,05","3,18K","1,24%"
"24.03.2023","395,10","400,00","400,00","393,00","24,08K","-1,22%"
"23.03.2023","400,00","396,00","400,00","396,00","8,88K","0,00%"
"22.03.2023","400,00","395,00","400,00","386,20","25,03K","3,63%"
"21.03.2023","386,00","383,00","394,45","383,00","1,47K","-2,53%"
"20.03.2023","396,00","397,00","400,00","396,00","0,17K","-0,03%"
"17.03.2023","396,10","396,00","400,00","396,00","28,62K","-0,65%"
"16.03.2023","398,70","396,05","399,95","396,00","9,69K","0,66%"
"15.03.2023","396,10","402,00","402,00","396,00","1,77K","-0,97%"
"14.03.2023","400,00","395,15","403,75","395,00","12,21K","1,01%"
"13.03.2023","396,00","395,00","405,00","395,00","5,30K","-0,75%"
"10.03.2023","399,00","400,00","400,00","395,00","30,11K","0,00%"
"09.03.2023","399,00","399,00","399,00","395,50","5,18K","0,00%"
"08.03.2023","399,00","399,00","404,00","394,00","0,36K","-0,25%"
"07.03.2023","400,00","400,10","400,50","399,00","1,28K","0,00%"
"06.03.2023","400,00","405,00","405,50","399,00","4,08K","-2,42%"
"03.03.2023","409,90","410,00","410,00","406,00","0,50K","0,94%"
"02.03.2023","406,10","419,90","419,90","406,10","9,42K","-2,14%"
"01.03.2023","415,00","425,10","430,00","415,00","97,31K","-1,66%"
"28.02.2023","422,00","411,30","425,00","411,30","68,14K","2,43%"
"27.02.2023","412,00","406,50","412,00","406,50","16,99K","0,73%"
"24.02.2023","409,00","400,05","411,00","400,05","47,24K","1,73%"
"23.02.2023","402,05","400,80","402,05","400,00","74,57K","0,01%"
"22.02.2023","402,00","392,00","402,00","392,00","127,13K","2,29%"
"21.02.2023","393,00","392,05","393,00","391,00","4,93K","-0,90%"
"20.02.2023","396,55","395,95","396,55","393,10","25,65K","0,65%"
"17.02.2023","394,00","382,15","395,00","382,15","67,66K","2,34%"
"16.02.2023","385,00","381,05","385,00","381,05","8,00K","0,79%"
"15.02.2023","382,00","390,00","390,00","378,00","22,84K","1,02%"
"14.02.2023","378,15","390,00","390,00","378,15","11,36K","-3,05%"
"13.02.2023","390,05","395,00","395,00","390,00","1,93K","-1,25%"
"10.02.2023","395,00","399,00","399,35","395,00","66,43K","-0,25%"
"09.02.2023","396,00","400,00","400,00","396,00","76,64K","0,51%"
"08.02.2023","394,00","386,00","395,00","385,00","112,71K","-0,87%"
"07.02.2023","397,45","375,00","397,45","375,00","24,83K","5,99%"
"06.02.2023","375,00","373,10","378,90","371,50","15,81K","0,54%"
"03.02.2023","373,00","375,00","375,00","372,05","15,97K","0,03%"
"02.02.2023","372,90","365,00","372,90","365,00","66,51K","2,16%"
"01.02.2023","365,00","360,00","365,00","360,00","48,14K","1,39%"
"31.01.2023","360,00","360,00","360,00","357,95","29,10K","1,39%"
"30.01.2023","355,05","360,00","360,00","355,05","2,00K","-0,82%"
"27.01.2023","358,00","360,00","365,00","358,00","66,95K","-0,56%"
"26.01.2023","360,00","368,00","368,00","359,00","43,82K","-1,23%"
"25.01.2023","364,50","365,00","365,00","364,50","21,86K","-0,14%"
"24.01.2023","365,00","369,00","369,00","365,00","26,81K","-0,92%"
"23.01.2023","368,40","370,00","370,00","360,00","10,77K","0,11%"
"20.01.2023","368,00","370,00","370,00","365,50","28,42K","0,00%"
"19.01.2023","368,00","371,00","372,95","360,00","26,85K","-1,08%"
"18.01.2023","372,00","373,00","374,00","372,00","31,50K","-0,53%"
"17.01.2023","374,00","375,00","375,00","373,35","16,68K","0,00%"
"16.01.2023","374,00","375,00","375,00","373,35","60,42K","0,00%"
"13.01.2023","374,00","370,00","375,00","370,00","35,63K","1,22%"
"12.01.2023","369,50","365,00","370,00","365,00","97,80K","2,64%"
"10.01.2023","360,00","361,00","361,00","358,10","76,31K","0,00%"
